ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer
149.0,산업위생관리기사,2020.0,"1,2",작업위생측정 및 평가,33.0,"고온의 노출기준에서 작업자가 경작업을 할 때, 휴식 없이 계속 작업할 수 있는 기준에 위배되는 온도는? (단, 고용노동부 고시를 기준으로 한다.)",text_only,,습구흑구온도지수: 30℃,태양광이 내리쬐는 옥외장소 자연습구온도: 28℃ 흑구온도: 32℃ 건구온도: 40℃,태양광이 내리쬐는 옥외장소 자연습구온도: 29℃ 흑구온도: 33℃ 건구온도: 33℃,태양광이 내리쬐는 옥외 장소 자연습구온도: 30℃ 흑구온도: 30℃ 건구온도: 30℃,3.0
150.0,산업위생관리기사,2020.0,"1,2",작업위생측정 및 평가,37.0,"작업자가 유해물질에 노출된 정도를 표준화하기 위한 계산식으로 옳은 것은? (단, 고용노동부 고시를 기준으로 하며, C는 유해물질의 농도, T는 노출시간을 의미한다.)",text_only,,$\\frac{S}{\\sum_{n=1}^{m}(C_n \\times T_n)}$,$\\frac{\\sum_{n=1}^{m}(C_n) \\times T_n}{S}$,$\\frac{\\sum_{n=1}^{m}(C_n) \\times T_n}{S}$,$\\frac{\\sum_{n=1}^{m}(C_n) + T_n}{S}$,1.0
151.0,산업위생관리기사,2020.0,3,작업위생측정 및 평가,27.0,고성능 액체크로마토그래피(HPLC)에 관한 설명으로 틀린 것은?,text_only,,주 분석대상 화학물질은 PCB 등의 유기화학물질이다.,"장점으로 빠른 분석 속도, 해상도, 민감도를 들 수 있다.",분석물질이 이동상에 녹아야 하는 제한점이 있다.,"이동상인 운반가스의 친화력에 따라 용리법, 치환법으로 구분된다.",4.0
152.0,산업위생관리기사,2020.0,4,작업위생측정 및 평가,36.0,"금속제품을 탈지 세정하는 공정에서 사용하는 유기용제인 트리클로로에틸렌이 근로자에게 노출되는 농도를 측정하고자 한다. 과거의 노출농도를 조사해 본 결과, 평균 50ppm이었을 때, 활성탄관(100mg/50mg)을 이용하여 0.4L/min으로 채취하였다면 채취해야 할 시간(min)은? (단, 트키를로로에틸렌의 분자량은 131.39이고 기체크로마토그래피의 정량한계는 시료당 0.5mg, 1기압, 25℃기준으로 기타 조건은 고려하지 않는다.)",text_only,,2.4,3.2,4.7,5.3,3.0
153.0,산업위생관리기사,2021.0,1,작업위생측정 및 평가,31.0,"소음의 변동이 심하지 않은 작업장에서 1시간 간격으로 8회 측정한 산술평균의 소음수준이 93.5dB(A)이었을 때, 작업시간이 8시간인 근로자의 하루 소음노출량(Noise dose; %)은? (단, 기준소음노출시간과 수준 및 exchange rate은 OHSA 기준을 준용한다.)",text_only,,104,135,162,234,3.0
154.0,산업위생관리기사,2021.0,1,작업위생측정 및 평가,32.0,흡착제를 이용하여 시료채취를 할 때 영향을 주는 인자에 관한 설명으로 틀린 것은?,text_only,,흡착제의 크기: 입자의 크기가 작을수록 표면적이 증가하여 채취효율이 증가하나 압력강하가 심하다.,흡착관의 크기: 흡착관의 크기가 커지면 전체 흡착제의 표면적이 증가하여 채취용량이 증가하므로 파과가 쉽게 발생되지 않는다.,습도: 극성 흡착제를 사용할 때 수증기가 흡착되기 때문에 파과가 일어나기 쉽다.,온도: 온도가 높을수록 기공활동이 활발하여 흡착능이 증가하나 흡착제의 변형이 일어날 수 있다.,4.0
155.0,산업위생관리기사,2021.0,2,작업위생측정 및 평가,29.0,옥내의 습구흑구온도지수(WBGT)를 계산하는 식으로 옳은 것은?,text_only,,WBGT=0.1×자연습구온도+0.9×흑구온도,WBGT=0.9×자연습구온도+0.1×흑구온도,WBGT=0.3×자연습구온도+0.7×흑구온도,WBGT=0.7×자연습구온도+0.3×흑구온도,4.0
156.0,산업위생관리기사,2021.0,3,작업위생측정 및 평가,34.0,시료채취방법 중 유해물질에 따른 흡착제의 연결이 적절하지 않은 것은?,text_only,,방향족 유기용제류 – Charcoal tube,방향족 아민류 – Silicagel tube,니트로벤젠 – Silicagel tube,알코올류 – Amberlite(XAD-2),4.0
157.0,산업위생관리기사,2022.0,1,작업위생측정 및 평가,31.0,작업장 내 다습한 공기에 포함된 비극성 유기증기를 채취하기 위해 이용할 수 있는 흡착제의 종류로 가장 적절한 것은?,text_only,,활성탄(Activated charcoal),실리카겔(Silica Gel),분자체(Molecular sieve),알루미나(Alumina),1.0
158.0,산업위생관리기사,2022.0,1,작업위생측정 및 평가,33.0,"벤젠과 톨루엔이 혼합된 시료를 길이 30cm, 내경 3mm인 충진관이 장치된 기체크로마토그래피로 분석한 결과가 아래와 같을 때, 혼합 시료의 분리효율을 99.7%로 증가시키는 데 필요한 충진관의 길이(cm)는? (단, N, H, L, W, Rs, tR은 각각 이론단수, 높이(HETP), 길이, 봉우리 너비, 분리계수, 머무름 시간을 의미하며, 문자 위 '-'(bar)는 평균값을, 하첨자 A와 B는 각각의 물질을 의미하며, 분리효율이 99.7%가 되기 위한 Rs는 1.5이다.)\n\n[크로마토그램 결과]\n| 분석 물질 | 머무름 시간(Retention time) | 봉우리 너비(Peak width) |\n| 벤젠 | 16.4분 | 1.15분 |\n| 톨루엔 | 17.6분 | 1.25분 |\n\n[크로마토그램 관계식]\n$N = 16\\left(\\frac{t_R}{W}\\right)^2$, $H = \\frac{L}{N}$\n\n$R_s = \\frac{2(t_{R,A} - t_{R,B})}{W_A + W_B}$, $\\frac{N_1}{N_2} = \\frac{R_{s,1}^2}{R_{s,2}^2}$",text_only,,60,62.5,67.5,72.5,3.0
159.0,산업위생관리기사,2022.0,2,작업위생측정 및 평가,22.0,산업안전보건법령상 1회라도 초과노출되어서는 안되는 충격소음의 음압수준(dB(A)) 기준은?,text_only,O,120,130,140,150,3.0
160.0,산업위생관리기사,2022.0,2,작업위생측정 및 평가,30.0,원자흡광광도계의 표준시약으로서 적당한 것은?,text_only,,순도가 1급 이상인 것,풍화에 의한 농도변화가 있는 것,조해에 의한 농도변화가 있는 것,화학변화 등에 의한 농도변화가 있는 것,1.0
161.0,산업위생관리기사,2003.0,1,작업환경관리대책,46.0,"수증기가 발생하는 작업장의 필요환기량(Q(m$^3$/시간))을 구하는 식으로 알맞는 것은? (단, 수증기부하량 : W(kg/시간), 급배기의 절대습도차△G(kg/kg 건기))",text_only,,$Q = 1.2\\frac{W}{\\Delta G}$,$Q = \\frac{W}{1.2\\Delta G}$,$Q = 0.3\\frac{W}{\\Delta G}$,$Q = \\frac{W}{0.3\\Delta G}$,2.0
162.0,산업위생관리기사,2003.0,1,작업환경관리대책,50.0,제진장치의 입구 및 출구의 정압이 동시에 감소된 원인으로 가장 적절한 것은?,text_only,,제진장치내의 분진 퇴적,분지관과 후드사이의 분진 퇴적,분지관의 시험공과 후드사이의 분진 퇴적,송풍기의 점검 뚜껑 열림,4.0
163.0,산업위생관리기사,2003.0,2,작업환경관리대책,58.0,방진마스크에 대한 다음의 설명 중에서 알맞는 것은?,text_only,,유해물의 농도가 규정 이상의 농도인 경우라도 충분한 산소가 있으면 사용할 수 있다.,유해성 fume이나 mist 등의 입자의 흡입을 방지하는 데는 사용할 수가 없다.,필터의 여과효율이 높고 흡입저항이 클수록 좋다.,여과효율이 좋으려면 필터에 사용되는 섬유의 직경이 작아야 한다.,4.0
164.0,산업위생관리기사,2003.0,3,작업환경관리대책,59.0,고독성 물질이나 폭발성 및 방사성 분진을 대상으로 하는 경우에 사용하는 총압력 손실계산법으로 가장 적절한 방법은?,text_only,,정압조절평형법,저항조절평형법,등가길이평형법,속도압평형법,1.0
165.0,산업위생관리기사,2004.0,1,작업환경관리대책,48.0,"공기정화장치의 한 종류인 원심력집진기에서 절단입경(cut-size, Dpc)은 무엇을 의미하는가?",text_only,,100% 분리 포집되는 입자의 최소입경,100% 처리효율로 제거되는 입자크기,50% 처리효율로 제거되는 입자크기,50% 집진효율을 나타내는 것,3.0
166.0,산업위생관리기사,2004.0,1,작업환경관리대책,50.0,원형 닥트내에 유체가 난류로 흐르고 있을 때 유체 유량은 변함이 없고 닥트의 내경만 2배로 되면 직관 부분의 압력손실은 얼마로 감소하는가?,text_only,,1/4배,1/8배,1/16배,1/32배,4.0
167.0,산업위생관리기사,2004.0,2,작업환경관리대책,47.0,"장방형송풍관의 단경 0.13m, 장경 0.26m, 길이 15m, 속도압 20mmH$_2$O, 관마찰계수(λ )가 0.004일 때 덕트의 압력손실은?",text_only,,6.9mmH$_2$O,7.9mmH$_2$O,8.9mmH$_2$O,9.9mmH$_2$O,1.0
168.0,산업위생관리기사,2004.0,3,작업환경관리대책,56.0,"직경이 38cm, 유효높이 5m의 원통형 백 필터를 사용하여 0.5m$^3$/sec의 함진가스를 처리할때 여과속도는?",text_only,,1.7 ㎝/sec,8.4 ㎝/sec,12.4 ㎝/sec,16.2 ㎝/sec,2.0
169.0,산업위생관리기사,2005.0,1,작업환경관리대책,42.0,귀덮개의 착용시 일반적으로 요구되는 차음효과를 가장 알맞게 나타낸 것은?,text_only,,"저음역 20dB 이상 , 고음역 45dB 이상","저음역 20dB 이상 , 고음역 55dB 이상","저음역 30dB 이상 , 고음역 40dB 이상","저음역 30dB 이상 , 고음역 50dB 이상",1.0
170.0,산업위생관리기사,2005.0,1,작업환경관리대책,55.0,화재 및 폭발방지 목적으로 전체 환기시설을 해야 할 때 필요 환기량 계산에 필요 없는 것은?,text_only,,유해물질 발생량,TLV,환기조건 및 운전상태의 온도,유해물질의 분자량,2.0
171.0,산업위생관리기사,2005.0,1,작업환경관리대책,53.0,"공기중에 아세톤이 1,000ppm 존재하고 있다. 아세톤과 공기의 혼합물 유효비중은 얼마인가?(단, 아세톤 증기비중은 2.0, 공기비중은 1.0)",text_only,,1.001,1.004,1.04,1.02,1.0
172.0,산업위생관리기사,2005.0,2,작업환경관리대책,57.0,손보호구에 대한 설명 중 맞는 것은?,text_only,,"일반작업용 장갑의 재료 중 면은 촉감, 구부러짐 등이 우수하며, 마모가 잘되지 않는다.",용접용 보호장갑의 재료는 나일론과 비닐론을 사용하며 유연성과 탄력성이 있어야 한다.,전기용 장갑의 외측파손을 막기 위해 가죽장갑을 착용하고 작업해야 한다.,내열장갑으로 가장 많이 사용하는 것으로는 알루미늄으로 활성탄 분말로 표면처리하여 사용한다.,3.0
173.0,산업위생관리기사,2006.0,1,작업환경관리대책,46.0,"레시버식 카누피형 후드에서 난기류가 있고 열상승 기류량이 12.5m³/min 였다면 난기류가 발생하였을때의 필요 송풍량(m³/min)은? (단, 누출안전계수 m = 10, 누입한계 유량비 K$_L$ = 1.2)",text_only,,163,216,325,412,1.0
174.0,산업위생관리기사,2006.0,1,작업환경관리대책,52.0,장기간 사용하지 않았던 오래된 우물 속으로 작업을 위하여 들어갈 때 가장 안전한 마스크는?,text_only,,호스마스크,유기가스용 방독마스크,특급의 방진마스크,일산화탄소용 방독마스크,1.0
175.0,산업위생관리기사,2006.0,2,작업환경관리대책,60.0,원심력 송풍기 중 후향 날개형 송풍기에 관한 설명으로 틀린 것은?,text_only,,"터보 송풍기, 한계부하 송풍기라고 한다.",송풍량이 증가해도 동력이 증가하지 않는 장점이 있다.,회전날개가 회전방향으로 경사지게 설계되어 있어 충분한 압력을 발생시킬 수 있다.,"고농도 분진함유 공기를 이송시킬 경우, 집진기 후단에 설치해야 한다.",3.0
176.0,산업위생관리기사,2006.0,3,작업환경관리대책,54.0,"용접시 발생하는 융접흄을 제어하기 위해 발생원 상단에 플랜지가 붙은 외부식 후드를 설치하였다. 후드에서 오염원의 거리가 0.25m, 제어속도는 0.5m/S, 개구면적이 0.5m$^2$일 때 필요송풍량(m$^3$/min)은? (단, 후드는 공간 설치 기준)",text_only,,약 20(m$^3$/min),약 25(m$^3$/min),약 30(m$^3$/min),약 35(/min),2.0
177.0,산업위생관리기사,2007.0,1,작업환경관리대책,45.0,"A공정에서 이산화탄소의 발생률이 1.0m$^3$/min일 때 이산화탄소를 노출기준(5000ppm)으로 유지하기 위하여 공급해야하는 환기량(m$^3$/min)은?(단, K=10)",text_only,,1000,1500,2000,2500,3.0
178.0,산업위생관리기사,2007.0,1,작업환경관리대책,54.0,"분압(증기압)이 6.0mmHg인 물질이 공기중에서 도달할 수 있는 최고농도(포화농도, ppm)는?",text_only,,약 4800,약 5400,약 6600,약 7900,4.0
179.0,산업위생관리기사,2007.0,2,작업환경관리대책,59.0,주물작업시 발생되는 유해인자와 거리가 먼 것은?,text_only,,소음발생,금속흄 발생,분진발생,자외선 발생,4.0
180.0,산업위생관리기사,2007.0,3,작업환경관리대책,47.0,"약간의 공기 움직임이 있고, 낮은 속도로 배출되는 작업 조건인 스프레이 도장, 저속 컨베이어 운반 공정에서 제어속의 범위로 적절한 것은? (단, 미국산업위생전문가협의회 권고기준)",text_only,,0.5~1.0m/sec,2.5~5.0m/sec,5.0~7.5m/sec,7.5~10.0m/sec,1.0
181.0,산업위생관리기사,2008.0,1,작업환경관리대책,57.0,"송풍량이 200m$^3$/min이고 송풍기 전압이 100mmH$_2$O인 송풍기를 가동 할 때 소요동력은? (단, 송풍기의 효율은 0.6 이다.)",text_only,,약 3.5kW,약 4.5kW,약 5.5kW,약 6.5kW,3.0
182.0,산업위생관리기사,2008.0,1,작업환경관리대책,58.0,88dB(A)의 음압수준이 발생되는 작업장에서 근로자는 차음 평가수가 19인 귀덮개를 착용하고 작업에 임하고 있다. 이 때 근로자에 노출되는 음압dB(A)수준은? (미국 OSHA 방법으로 계산할 것),text_only,,74,78,82,86,3.0
183.0,산업위생관리기사,2008.0,2,작업환경관리대책,52.0,다음 중 전체환기장치를 설치하기에 적당하지 않은 것은?,text_only,,독성이 낮을 때,발생원이 이동성일 때,발생량이 많거나 일정할 때,발생원이 분산되어 있을 때,3.0
184.0,산업위생관리기사,2008.0,3,작업환경관리대책,56.0,"작업장내 열부하량이 20000kcal/h 이며, 외기온도 20도, 작업장내 온도 35도이다. 이 때 전체환기를 위한 필요 환기량(m$^3$/min)은? (단, 정압비열은 0.3 kcal/m$^3$*C)",text_only,,약 64,약 74,약 84,약 94,2.0
185.0,산업위생관리기사,2009.0,1,작업환경관리대책,41.0,"용접 흄이 발생하는 공정의 작업대에 부착 고정하여 개구면적이 0.6m$^2$인 측방 외부식 테이블상 플랜지 부착 장방형 후드를 설치하고자 한다. 제어속도가 0.4m/s, 소요 송풍량이 63.6m$^3$/min이라면, 발생원으로부터 어느 정도 떨어진 위치에 후드를 설치해야 하는가?",text_only,,0.52m,0.69m,0.73m,0.82m,2.0
186.0,산업위생관리기사,2009.0,1,작업환경관리대책,56.0,"어느 관내의 속도압이 3.5mmH$_2$O일 때 유속(m/min)은? (단, 공기의 비중량은 1.2kgf/m$^3$)",text_only,,423,454,475,492,2.0
187.0,산업위생관리기사,2009.0,2,작업환경관리대책,58.0,다음은 귀마개의 장점이다. 맞는 것으로만 짝지은 것은?\n\n㉠ 외이도에 이상이 있어도 사용이 가능하다.\n㉡ 좁은 장소에서도 사용이 가능하다.\n㉢ 고온 작업 장소에서도 사용이 가능하다.,text_only,,㉠㉡,㉡㉢,㉠㉢,㉠㉡㉢,2.0
188.0,산업위생관리기사,2009.0,3,작업환경관리대책,52.0,"작업장에 설치된 국소배기장치의 제어속도를 증가시키기 위해 송풍기 날개의 회전속도를 20% 증가 시켰다면 동력은 약 몇%증가할 것으로 예측되는가? (단, 기타 조건은 같다고 가정함)",text_only,,약 40%,약 48%,약 73%,약 86%,3.0
189.0,산업위생관리기사,2010.0,1,작업환경관리대책,45.0,"어느 유체관을 흐르는 유체의 양은 220m³/min 이고 단면적이 0.5m² 일 때 속도압(mmH₂O)은? (단, 유체의 밀도 1.21 kg/m³)",text_only,,약 5.9,약 4.6,약 3.3,약 2.1,3.0
190.0,산업위생관리기사,2010.0,1,작업환경관리대책,59.0,"회전차 외경이 600mm인 레이디얼 송풍기의 풍량은 300m³/min, 송풍기 풍압은 60mmH₂O, 축동력이 0.70kW이다. 회전차 외경이 1200mm인 상사인 레이디얼 송풍기가 같은 회전수로 운전된다면 이 송풍기의 풍량은? (단, 모두 표준공기를 취급한다.)",text_only,,600 m³/min,800 m³/min,1600 m³/min,2400 m³/min,4.0
191.0,산업위생관리기사,2010.0,2,작업환경관리대책,48.0,사업장에서 취급하는 화학물질에 적합한 보호장구의 재질에 대한 설명으로 옳지 않은 것은?,text_only,,Butyl 고무재질의 보호장구는 극성용제를 취급할 경우에 효과적으로 사용할 수 있다.,Ethylene Vinyl Alcohol 재질의 보호장구는 대부분의 화학물질을 취급할 경우에 효과적으로 사용할 수 있다.,천연고무(latex)재질의 보호장구는 비극성 용제를 취급하는 경우에 효과적으로 사용할 수 있다.,"Neoprene 고무재질의 보호장구는 비극성 용제, 산, 부식성 물질 등을 취급하는 경우에 효과적으로 사용할 수 있다.",3.0
192.0,산업위생관리기사,2010.0,3,작업환경관리대책,51.0,"작업환경 관리에서 유해인자의 제거, 저감을 위한 공학적 대책으로 옳지 않은 것은?",text_only,,보온재로 석면 대신 유리섬유나 암면 등의 사용,소음 저감을 위해 너트/볼트작업 대신 리벳팅(rivet) 사용,광물을 채취할 때 건식공정 대신 습식공정의 사용,주물공정에서 실리카 모래 대신 그린(green) 모래의 사용,2.0
193.0,산업위생관리기사,2011.0,1,작업환경관리대책,55.0,정압회복계수가 0.72이고 정압회복량이 7.2mmH$_2$O인 원형 확대관의 압력손실은?,text_only,,2.8mmH$_2$O,3.6mmH$_2$O,4.2mmH$_2$O,5.3mmH$_2$O,1.0
194.0,산업위생관리기사,2011.0,1,작업환경관리대책,56.0,내경 15mm 원관을 40m/min 속도로 비압축성 유체가 흐른다. 내경 10mm로 되면 (유속m/min)은?,text_only,,90,120,160,210,1.0
195.0,산업위생관리기사,2011.0,2,작업환경관리대책,48.0,"A용제가 800m$^3$의 체적을 가진 방에 저장되어 있다. 공기를 공급하기 전에 측정한 농도는 400ppm이었다. 이 방으로 환기량 40m$^3$/분을 공급한다면 노출기준인 100ppm으로 달성되는데 걸리는 시간은? (단, 유해물질 발생은 정지, 환기만 고려함)",text_only,,약 12분,약 14분,약 24분,약 28분,4.0
196.0,산업위생관리기사,2011.0,3,작업환경관리대책,50.0,"회전차 외경이 600mm인 원심송풍기의 풍량은 200m$^3$/min이다. 회전차 외경이 1,000mm인 동류(상사구조)의 송풍기가 동일한 회전수로 운전된다면 이 송풍기의 풍량은? (단, 두 경우 모두 표준공기를 취급한다.)",text_only,,약 333m$^3$/min,약 556m$^3$/min,약 926m$^3$/min,"약 2,572m$^3$/min",3.0
197.0,산업위생관리기사,2012.0,1,작업환경관리대책,43.0,"80㎛인 분진 입자를 중력 침강실에서 처리하려고 한다. 입자의 밀도는 2g/cm$^3$, 가스의 밀도는 1.2kg/m$^3$, 가스의 점성계수는 2.0×10$^{-3}$g/cmㆍs 일 때 침강속도는? (단, Stokes's 식 적용)",text_only,,3.49×10$^{-3}$m/sec,3.49×10$^{-2}$m/sec,4.49×10$^{-3}$m/sec,4.49×10$^{-2}$m/sec,2.0
198.0,산업위생관리기사,2012.0,1,작업환경관리대책,51.0,보호 장구의 재질과 효과적으로 적용할 수 있는 화학물질을 짝지은 것으로 옳지 않은 것은?,text_only,,부틸고무 - 극성용제,면 - 고체상 물질,천연고무(latex) - 수용성 용액,Viton - 극성용제,4.0
199.0,산업위생관리기사,2012.0,2,작업환경관리대책,51.0,"메틸메타크릴레이트가 7m×14m×4m의 체적을 가진 방에 저장되어 있다. 공기를 공급하기 전에 측정한 농도는 400ppm 이었다면 이 방으로 환기량 20m$^3$/분을 공급한 후 노출기준인 50ppm으로 달성되는 데 걸리는 시간은? (단, 메틸메타크릴레이트 발생 정지 기준)",text_only,,27분,32분,41분,53분,3.0
200.0,산업위생관리기사,2012.0,3,작업환경관리대책,60.0,"흡입풍량이 200m$^3$/min, 송풍기 유효전압이 150mmH$_2$O, 송풍기 효율이 80%, 여유율이 1.2인 송풍기의 소요 동력은? (단, 송풍기 효율과 여유율을 고려함)",text_only,,4.8 kW,5.4 kW,6.7 kW,7.4 kW,4.0
201.0,산업위생관리기사,2013.0,1,작업환경관리대책,52.0,전기집진기의 장점에 관한 설명으로 옳지 않은 것은?,text_only,,낮은 압력손실로 대량의 가스를 처리 할 수 있다.,가연성 입자의 처리가 용이하다.,회수가치성이 있는 입자 포집이 가능하다.,고온의 가스를 처리할 수 있어 보일러와 철강로 등에 설치할 수 있다.,2.0
202.0,산업위생관리기사,2013.0,1,작업환경관리대책,59.0,"후드로부터 25cm 떨어진 곳에 있는 금속제품의 연마 공정에서 발생되는 금속먼지를 제거하고자 한다. 제어속도는 5m/sec로 설정하였다. 후드 직경이 40cm인 원형 후드를 이용하여 제어하고자 한다. 이때의 환기량 (m$^3$/분)은? (단, 원형 후드는 공간에 위치하며 플랜지가 부착되었음)",text_only,,129m$^3$/분,149m$^3$/분,169m$^3$/분,189m$^3$/분,3.0
203.0,산업위생관리기사,2013.0,2,작업환경관리대책,47.0,"작업대 위에서 용접을 할 때 흄을 포집 제거하기 위해 작업면에 고정된 플렌지가 붙은 외부식 장방형 후드를 설치했다. 개구면에서 포촉점까지의 거리는 0.25m, 제어속도는 0.5m/s, 후드 개구면적이 0.5m$^2$ 일 때 소요 송풍량은?",text_only,,약 0.14 m$^3$/s,약 0.28 m$^3$/s,약 0.36 m$^3$/s,약 0.42 m$^3$/s,2.0
204.0,산업위생관리기사,2013.0,3,작업환경관리대책,53.0,"30000ppm의 테트라클로로에틸렌(tetrachloroethylene)이 작업환경중의공기와 완전 혼합되어 있다. 이 혼합물의 유효비중(effective specific gravity)는? (단, 테트라클로로에틴렌은 공기보다 5.7배 무겁다.)",text_only,,1.124,1.141,1.164,1.186,2.0
205.0,산업위생관리기사,2014.0,1,작업환경관리대책,56.0,"유해물질을 제어하기 위해 작업장에 설치된 후드가 300m³/min으로 환기되도록 송풍기를 설치하였다. 설치 초기 시 후드정압은 50mmH₂O였는데, 6개월 후에 후드 정압을 측정해 본 결과 절반으로 낮아졌다면 기타 조건에 변화가 없을 때 환기량은? (단, 상사법칙 적용)",text_only,,환기량이 252m³/min으로 감소하였다.,환기량이 212m³/min으로 감소하였다.,환기량이 150m³/min으로 감소하였다.,환기량이 125m³/min으로 감소하였다.,2.0
206.0,산업위생관리기사,2014.0,1,작업환경관리대책,57.0,"후드의 유입계수가 0.82, 속도압이 50 mmH₂O 일 때 후드 압력손실은?",text_only,,22.4 mmH₂O,24.4 mmH₂O,26.4 mmH₂O,28.4 mmH₂O,2.0
207.0,산업위생관리기사,2014.0,2,작업환경관리대책,46.0,A분진의 우리나라 노출기준은 10mg/m³이며 일반적으로 반면형 마스크의 할당보호계수(APF)는 10 이라면 반면형 마스크를 착용할 수 있는 작업장 내 A 분진의 최대농도는 얼마이겠는가?,text_only,O,1mg/m³,10mg/m³,50mg/m³,100mg/m³,4.0
208.0,산업위생관리기사,2014.0,3,작업환경관리대책,43.0,덕트의 설치 원칙으로 올바르지 않은 것은?,text_only,,덕트는 가능한 한 짧게 배치하도록 한다.,밴드의 수는 가능한 한 적게 하도록 한다.,가능한 한 후드와 먼 곳에 설치한다.,공기가 아래로 흐르도록 하향구배를 만든다.,3.0
209.0,산업위생관리기사,2015.0,1,작업환경관리대책,45.0,원심력 제진장치인 사이크론에 관한 설명 중 옳지 않은 것은?,text_only,,함진가스에 선회류를 일으키는 원심력을 이용한다.,비교적 적은 비용으로 제진이 가능하다.,가동부분이 많은 것이 기계적인 특징이다.,원심력과 중력을 동시에 이용하기 때문에 입경이 크면 효율적이다.,3.0
210.0,산업위생관리기사,2015.0,1,작업환경관리대책,58.0,외부식 후드(포집형 후드)의 단점으로 틀린 것은?,text_only,,포위식 후드보다 일반적으로 필요 송풍량이 많다.,외부 난기류의 영향을 받아서 흡인효과가 떨어진다.,기류속도가 후드주변에서 매우 빠르므로 유기용제나 미세 원료 분말 등과 같은 물질의 손실이 크다.,근로자가 발생원과 환기시설 사이에서 작업할 수 없어 여유계수가 커진다.,4.0
211.0,산업위생관리기사,2015.0,2,작업환경관리대책,46.0,"흡인풍량이 200m³/min, 송풍기 유효전압이 150mmH$_2$O, 송풍기 효율이 80%, 여유율이 1.2인 송풍기의 소요 동력은? (단, 송풍기 효율과 여유율을 고려함)",text_only,,4.8kW,5.4kW,6.7kW,7.4kW,4.0
212.0,산업위생관리기사,2015.0,3,작업환경관리대책,59.0,사이클론 집진장치에서 발생하는 블로우 다운(Blow down) 효과에 관한 설명으로 옳은 것은?,text_only,,유효 원심력을 감소시켜 선회기류의 흐트러짐을 방지한다.,관내 분진부착으로 인한 장치의 폐쇄현상을 방지한다.,부분적 난류 증가로 집진된 입자가 재비산된다.,처리배기량의 50% 정도가 재 유입되는 현상이다.,2.0
213.0,산업위생관리기사,2016.0,1,작업환경관리대책,47.0,작업환경개선을 위해 전체 환기를 적용할 수 있는 일반적인 상황으로 틀린 것은?,text_only,,오염발생원의 유해물질 발생량이 적은 경우,작업자가 근무하는 장소로부터 오염발생원이 멀리 떨어져 있는 경우,소량의 오염물질이 일정속도로 작업장으로 배출되는 경우,동일작업장에 오염발생원이 한군데로 집중되어 있는 경우,4.0
214.0,산업위생관리기사,2016.0,1,작업환경관리대책,50.0,"A 물질의 증기압이 50 mmHg이라면 이때 포화 증기농도(%)는? (단, 표준상태 기준)",text_only,,6.6,8.8,10,12.2,1.0
215.0,산업위생관리기사,2016.0,2,작업환경관리대책,58.0,연기발생기 이용에 관한 설명으로 가장 거리가 먼 것은?,text_only,,오염물질의 확산이동 관찰,공기의 누출입에 의한 음과 축수상자의 이상음 점검,후드로부터 오염물질의 이탈 요인 규명,후드 성능에 미치는 난기류의 영향에 대한 평가,2.0
216.0,산업위생관리기사,2016.0,3,작업환경관리대책,50.0,송풍기에 관한 설명으로 옳은 것은?,text_only,,풍량은 송풍기의 회전수에 비례한다.,동력은 송풍기의 회전수의 제곱에 비례한다.,풍력은 송풍기의 회전수의 세제곱에 비례한다.,풍압은 송풍기의 회전수의 세제곱에 비례한다.,1.0
217.0,산업위생관리기사,2017.0,1,작업환경관리대책,49.0,방사날개형 송풍기에 관한 설명으로 틀린 것은?,text_only,,고농도 분지함유 공기나 부식성이 강한 공기를 이송시키는 데 많이 이용된다.,깃이 평판으로 되어 있다.,가격이 저렴하고 효율이 높다.,깃의 구조가 분진을 자체 정화 할 수 있도록 되어 있다.,3.0
218.0,산업위생관리기사,2017.0,1,작업환경관리대책,55.0,배출원이 많아서 여러 개의 후드를 주관에 연결한 경우(분지관의 수가 많고 덕트의 압력손실이 클 때) 총압력손실계산법으로 가장 적절한 방법은?,text_only,,정압조절평형법,저항조절평형법,등가조절평형법,속도압평형법,2.0
219.0,산업위생관리기사,2017.0,2,작업환경관리대책,50.0,"다음 중 전체 환기를 실시하고자 할 때, 고려해야 하는 원칙과 가장 거리가 먼 것은?",text_only,,필요 환기량은 오염물질이 충분히 희석될 수 있는 양으로 설계한다.,오염물질이 발생하는 가장 가까운 위치에 배기구를 설치해야 한다.,오염원 주위에 근로자의 작업공간이 존재할 경우에는 급기를 배기보다 약간 많이 한다.,희석을 위한 공기가 급기구를 통하여 들어와서 오염물질이 있는 영역을 통과하여 배기구로 빠져나가도록 설계해야 한다.,3.0
220.0,산업위생관리기사,2017.0,3,작업환경관리대책,43.0,"후드의 유입계수가 0.86일 때, 압력 손실계수는 약 얼마인가?",text_only,,0.25,0.35,0.45,0.55,2.0
221.0,산업위생관리기사,2018.0,1,작업환경관리대책,51.0,"입자상 물질을 처리하기 위한 장치 중 고효율 집진지 가능하며 원리가 직접차단, 관성추돌, 확산, 중력침강 및 정전기력 등이 복합적으로 작용하는 장치는?",text_only,,여과집진장치,전기집진장치,원심력집진장치,관성력집진장치,1.0
